Orthogroup	WB_id	WB_alias	seqname	N2	QX1410	NIC58
OG0000010	WBGene00015411, WBGene00007456, WBGene00023462, WBGene00023463, WBGene00023475, WBGene00023474, WBGene00015652, WBGene00015653, WBGene00015656, WBGene00023479, WBGene00014679, WBGene00007865, WBGene00023513, WBGene00045101, WBGene00023508, WBGene00016519, WBGene00008327, WBGene00017113, WBGene00008947, WBGene00008981, WBGene00009298, WBGene00009569, WBGene00009763, WBGene00018972, WBGene00018973, WBGene00023478, WBGene00019051, WBGene00010388, WBGene00010389, WBGene00010394, WBGene00010527, WBGene00043052, WBGene00044587, WBGene00010530, WBGene00021033, WBGene00013626, WBGene00023499, WBGene00021970, WBGene00013466, WBGene00023514, WBGene00023517	srz-60, srz-29, srz-83, srz-82, srz-69, srz-37, srz-79, srz-78, srz-70, srz-67, srz-25, srz-15, srz-71, C35D6.13, srz-38, srz-56, srz-44, srz-24, srz-16, srz-48, srz-58, srz-66, srz-18, srz-19, srz-20, srz-62, srz-23, srz-42, srz-31, srz-59, srz-74, srz-104, srz-105, srz-61, srz-32, srz-54, srz-63, srz-64, srz-47, srz-72, srz-75	C04C3.1, C08F11.9, C09G12.10, C09G12.11, C09G12.15, C09G12.16, C09G12.2, C09G12.3, C09G12.6, C17F4.10, C18D4.5, C32H11.2, C35D6.10, C35D6.13, C35D6.9, C39B5.1, C55A1.12, E03H12.6, F19B2.8, F20E11.1, F31E9.5, F40D4.9, F46B3.11, F56D6.4, F56D6.5, F56D6.7, F58E2.9, H12I19.1, H12I19.2, H12I19.7, K03D3.1, K03D3.11, K03D3.12, K03D3.4, W05E7.2, Y102A5C.25, Y57G7A.12, Y57G7A.7, Y68A4A.2, Y7A9C.7, Y7A9C.9	C04C3.1.1, C08F11.9.1, C09G12.10.1, C09G12.11.1, C09G12.15.1, C09G12.16.1, C09G12.2.1, C09G12.3.1, C09G12.6.1, C17F4.10.1, C18D4.5.1, C32H11.2.1, C35D6.10.1, C35D6.13a.1, C35D6.9a.1, C39B5.1.1, C55A1.12.1, E03H12.6.1, F19B2.8.1, F20E11.1.1, F31E9.5.1, F40D4.9a.1, F46B3.11.1, F56D6.4.1, F56D6.5a.1, F56D6.7.1, F58E2.9.1, H12I19.1.1, H12I19.2.1, H12I19.7.1, K03D3.1.1, K03D3.11.1, K03D3.12.1, K03D3.4.1, W05E7.2.1, Y102A5C.25.1, Y57G7A.12.1, Y57G7A.7.1, Y68A4A.2.1, Y7A9C.7.1, Y7A9C.9.1	QX1410.19449	NIC58.10972, NIC58.11003, NIC58.11004, NIC58.11005, NIC58.11006
OG0000011	WBGene00003432, WBGene00015573, WBGene00003435, WBGene00003443, WBGene00003426, WBGene00003438, WBGene00003469, WBGene00003467, WBGene00003425, WBGene00003449, WBGene00010951, WBGene00003429, WBGene00003446, WBGene00013658, WBGene00013773, WBGene00013777, WBGene00003457, WBGene00003463, WBGene00003458, WBGene00003452, WBGene00003468, WBGene00003444	msp-36, C07G1.7, msp-40, msp-50, msp-19, msp-45, msp-142, msp-81, msp-10, msp-56, M199.2, msp-31, msp-53, Y105C5B.19, Y116A8A.2, Y116A8A.7, msp-64, msp-76, msp-65, msp-59, msp-113, msp-51	C04G2.4, C07G1.7, C33F10.9, C34F11.4, F36H12.7, F58A6.8, K05F1.2, K07F5.1, K07F5.2, K07F5.3, M199.2, R05F9.13, R13H9.4, Y105C5B.19, Y116A8A.2, Y116A8A.7, ZK1248.6, ZK1251.6, ZK354.1, ZK354.11, ZK354.4, ZK354.5	C04G2.4.1, C07G1.7.1, C33F10.9.1, C34F11.4.1, F36H12.7.1, F58A6.8.1, K05F1.2.1, K07F5.1.1, K07F5.2.1, K07F5.3.1, M199.2.1, R05F9.13.1, R13H9.4.1, Y105C5B.19.1, Y116A8A.2.1, Y116A8A.7.1, ZK1248.6.1, ZK1251.6.1, ZK354.1.1, ZK354.11.1, ZK354.4.1, ZK354.5.1	QX1410.9682, QX1410.9685, QX1410.9702, QX1410.9715, QX1410.9716	NIC58.15675, NIC58.16154, NIC58.16155, NIC58.16156, NIC58.3077, NIC58.3106, NIC58.3629, NIC58.4599, NIC58.4785, NIC58.5017, NIC58.5185, NIC58.5236, NIC58.5245, NIC58.5318, NIC58.6129, NIC58.6369, NIC58.662, NIC58.663, NIC58.7469
OG0000012	WBGene00011135	fbxa-147	R08A2.4	R08A2.4.1	QX1410.14489, QX1410.3810, QX1410.3811, QX1410.3812, QX1410.3813, QX1410.3814, QX1410.3815, QX1410.3818, QX1410.3974, QX1410.3975, QX1410.3976, QX1410.4052, QX1410.4053, QX1410.4067, QX1410.4068, QX1410.4069, QX1410.4131, QX1410.4146, QX1410.4174, QX1410.4291, QX1410.4311, QX1410.4312, QX1410.4313, QX1410.4314, QX1410.4315, QX1410.4316, QX1410.4378, QX1410.4384, QX1410.4387, QX1410.4405, QX1410.4420, QX1410.4506, QX1410.4510, QX1410.4601, QX1410.4602, QX1410.4719, QX1410.7485, QX1410.8494, QX1410.8496	NIC58.10142, NIC58.10143, NIC58.9632
OG0000013	NA	NA	NA	NA	NA	NIC58.11036, NIC58.11037, NIC58.11147, NIC58.11149, NIC58.11159, NIC58.11160, NIC58.11164, NIC58.11165, NIC58.11332, NIC58.13030, NIC58.13061, NIC58.13062, NIC58.13065, NIC58.13330, NIC58.13685, NIC58.14048, NIC58.14221, NIC58.15887, NIC58.15888, NIC58.15889, NIC58.15941, NIC58.15942, NIC58.16829, NIC58.19289, NIC58.19820, NIC58.19990, NIC58.19998, NIC58.20119, NIC58.20131, NIC58.2262, NIC58.2419, NIC58.2589, NIC58.2590, NIC58.2726, NIC58.3423, NIC58.5000, NIC58.5532, NIC58.5972, NIC58.5975, NIC58.6620, NIC58.6773, NIC58.7504, NIC58.9923
OG0000014	WBGene00001919, WBGene00001943, WBGene00001923, WBGene00001916, WBGene00001906, WBGene00001937, WBGene00001880, WBGene00010036, WBGene00001929, WBGene00001933, WBGene00001831, WBGene00001914, WBGene00001901, WBGene00001891, WBGene00001876, WBGene00012276, WBGene00001899, WBGene00001883, WBGene00001887	his-45, his-69, his-49, his-42, his-32, his-63, his-6, cpar-1, his-55, his-59, hcp-3, his-40, his-27, his-17, his-2, his-74, his-25, his-9, his-13	B0035.10, E03A3.3, F07B7.5, F08G2.3, F17E9.10, F22B3.2, F45F2.13, F54C8.2, F54E12.1, F55G1.2, F58A4.3, K03A1.1, K06C4.13, K06C4.5, T10C6.13, W05B10.1, ZK131.2, ZK131.3, ZK131.7	B0035.10.1, E03A3.3.1, F07B7.5.1, F08G2.3.1, F17E9.10.1, F22B3.2.1, F45F2.13.1, F54C8.2.1, F54E12.1.1, F55G1.2.1, F58A4.3.1, K03A1.1.1, K06C4.13.1, K06C4.5.1, T10C6.13.1, W05B10.1.1, ZK131.2.1, ZK131.3.1, ZK131.7.1	QX1410.11931, QX1410.13595, QX1410.20266, QX1410.20301, QX1410.20458, QX1410.2276, QX1410.2279, QX1410.5977	NIC58.11885, NIC58.11918, NIC58.13936, NIC58.15724, NIC58.16044, NIC58.18770, NIC58.2213, NIC58.7028, NIC58.7032, NIC58.8096, NIC58.8101, NIC58.9033, NIC58.9106, NIC58.9107
OG0000015	NA	NA	NA	NA	NA	NIC58.10964, NIC58.10965, NIC58.11057, NIC58.11118, NIC58.11120, NIC58.11129, NIC58.11143, NIC58.11144, NIC58.11173, NIC58.11178, NIC58.11251, NIC58.11252, NIC58.11253, NIC58.11281, NIC58.13608, NIC58.14203, NIC58.15899, NIC58.15921, NIC58.15922, NIC58.15926, NIC58.15927, NIC58.15928, NIC58.15929, NIC58.15930, NIC58.15931, NIC58.15945, NIC58.15946, NIC58.15975, NIC58.15998, NIC58.15999, NIC58.16000, NIC58.16055, NIC58.16407, NIC58.16413, NIC58.16417, NIC58.16418, NIC58.16832, NIC58.172, NIC58.2364, NIC58.2512, NIC58.2606
OG0000016	NA	NA	NA	NA	QX1410.10609, QX1410.10679, QX1410.10710, QX1410.10711, QX1410.10712, QX1410.11149, QX1410.11150, QX1410.11848, QX1410.13855, QX1410.13875, QX1410.13876, QX1410.15489, QX1410.17885, QX1410.17886, QX1410.1797, QX1410.18232, QX1410.18420, QX1410.18710, QX1410.19086, QX1410.19440, QX1410.19497, QX1410.19985, QX1410.21461, QX1410.21641, QX1410.21642, QX1410.21696, QX1410.2340, QX1410.2995, QX1410.3610, QX1410.485, QX1410.5073, QX1410.5498, QX1410.6353, QX1410.6957, QX1410.7730, QX1410.7731, QX1410.8523, QX1410.8524	NA
OG0000017	WBGene00005362, WBGene00005385, WBGene00005399, WBGene00005370, WBGene00005361, WBGene00005353, WBGene00005390, WBGene00005375, WBGene00005356, WBGene00005395, WBGene00005383, WBGene00010261, WBGene00005392, WBGene00005363, WBGene00005365, WBGene00005364, WBGene00005386, WBGene00005352, WBGene00005355, WBGene00005359, WBGene00005358, WBGene00005382, WBGene00005398, WBGene00005389, WBGene00005387, WBGene00005388, WBGene00005357, WBGene00005354, WBGene00005397, WBGene00005396, WBGene00005394, WBGene00005393	srh-146, srh-169, srh-184, srh-154, srh-145, srh-136, srh-174, srh-159, srh-139, srh-180, srh-167, srh-308, srh-177, srh-147, srh-149, srh-148, srh-170, srh-135, srh-138, srh-142, srh-141, srh-166, srh-183, srh-173, srh-171, srh-172, srh-140, srh-137, srh-182, srh-181, srh-179, srh-178	C31B8.3, C49G7.2, D1054.12, F20E11.12, F26D2.4, F36D3.6, F40D4.1, F40D4.3, F57E7.3, F57G8.1, F57G8.3, F58E10.6, K02E2.3, K08G2.12, K08G2.13, K08G2.5, R08H2.3, T01E8.7, T08G3.12, T08G3.3, T08G3.5, Y38H6C.12, Y60A3A.3, Y60A3A.4, Y60A3A.5, Y60A3A.6, Y6E2A.6, Y70C5C.4, ZK228.5, ZK228.6, ZK228.7, ZK228.8	C31B8.3.1, C49G7.2.1, D1054.12.1, F20E11.12.1, F26D2.4.1, F36D3.6.1, F40D4.1.1, F40D4.3.1, F57E7.3.1, F57G8.1.1, F57G8.3a.1, F58E10.6.1, K02E2.3.1, K08G2.12b.1, K08G2.13.1, K08G2.5.1, R08H2.3.1, T01E8.7.1, T08G3.12.1, T08G3.3.1, T08G3.5.1, Y38H6C.12.1, Y60A3A.3.1, Y60A3A.4a.1, Y60A3A.5.1, Y60A3A.6.1, Y6E2A.6.1, Y70C5C.4.1, ZK228.5.1, ZK228.6.1, ZK228.7.1, ZK228.8.1	QX1410.2663, QX1410.4340	NIC58.8471, NIC58.9837, NIC58.9838, NIC58.9880
OG0000018	NA	NA	NA	NA	QX1410.15148, QX1410.16052, QX1410.18856, QX1410.5375, QX1410.6335, QX1410.7257, QX1410.917, QX1410.9240	NIC58.10835, NIC58.10836, NIC58.15947, NIC58.15948, NIC58.15949, NIC58.15950, NIC58.15951, NIC58.15952, NIC58.16052, NIC58.16053, NIC58.16054, NIC58.4411, NIC58.7570, NIC58.8870, NIC58.9897, NIC58.9899, NIC58.9901, NIC58.9902, NIC58.9903, NIC58.9904, NIC58.9905, NIC58.9906, NIC58.9908, NIC58.9909, NIC58.9910, NIC58.9911, NIC58.9917, NIC58.9918, NIC58.9936
OG0000019	WBGene00015198, WBGene00015403, WBGene00016450, WBGene00016451, WBGene00016577, WBGene00008294, WBGene00008477, WBGene00017364, WBGene00018105, WBGene00009854, WBGene00009855, WBGene00009856, WBGene00009857, WBGene00009859, WBGene00009860, WBGene00010169, WBGene00010399, WBGene00011584, WBGene00020327, WBGene00020328, WBGene00011852, WBGene00011853, WBGene00044331, WBGene00044332, WBGene00012025, WBGene00012022, WBGene00012023, WBGene00012024, WBGene00012103, WBGene00013607, WBGene00013608, WBGene00013609, WBGene00012582, WBGene00012583, WBGene00013493	clec-2, clec-10, clec-5, clec-6, clec-3, clec-11, clec-17, clec-7, clec-19, clec-31, clec-22, clec-24, clec-28, clec-33, clec-32, clec-18, clec-13, clec-15, clec-21, clec-20, clec-26, clec-40, clec-25, clec-36, clec-38, clec-39, clec-34, clec-29, clec-12, clec-27, clec-35, clec-37, clec-8, clec-4, clec-9	B0454.7, C03H5.1, C35D10.14, C35D10.15, C41H7.7, C54C8.7, E03H4.10, F10G2.3, F36H5.6, F49A5.2, F49A5.3, F49A5.4, F49A5.5, F49A5.7, F49A5.9, F56H6.8, H16D19.1, T07D10.4, T07H3.4, T07H3.5, T20B3.12, T20B3.13, T20B3.15, T20B3.16, T25E12.10, T25E12.7, T25E12.8, T25E12.9, T27F6.2, Y102A5B.1, Y102A5B.2, Y102A5B.3, Y38E10A.4, Y38E10A.5, Y70C5C.2	B0454.7.1, C03H5.1.1, C35D10.14.1, C35D10.15.1, C41H7.7.1, C54C8.7.1, E03H4.10.1, F10G2.3.1, F36H5.6.1, F49A5.2.1, F49A5.3.1, F49A5.4b.1, F49A5.5a.1, F49A5.7.1, F49A5.9.1, F56H6.8.1, H16D19.1.1, T07D10.4.1, T07H3.4.1, T07H3.5.1, T20B3.12.1, T20B3.13.1, T20B3.15.1, T20B3.16.1, T25E12.10.1, T25E12.7.1, T25E12.8.1, T25E12.9.1, T27F6.2.1, Y102A5B.1.1, Y102A5B.2b.1, Y102A5B.3.1, Y38E10A.4.1, Y38E10A.5.1, Y70C5C.2.1	QX1410.22083	NA
OG0000020	WBGene00018043, WBGene00012891	F35D11.1, sorb-1	F35D11.1, Y45F10D.13	F35D11.1.1, Y45F10D.13d.1	QX1410.16784, QX1410.19372, QX1410.8493	NIC58.10335, NIC58.10666, NIC58.11063, NIC58.11232, NIC58.11255, NIC58.11472, NIC58.12605, NIC58.12704, NIC58.12983, NIC58.13859, NIC58.15493, NIC58.15804, NIC58.16168, NIC58.19060, NIC58.19514, NIC58.19822, NIC58.2729, NIC58.2732, NIC58.2773, NIC58.2830, NIC58.2947, NIC58.3460, NIC58.3544, NIC58.5510, NIC58.5615, NIC58.5699, NIC58.7454, NIC58.7457, NIC58.9263, NIC58.9433
OG0000021	WBGene00009063, WBGene00009510, WBGene00018490, WBGene00011475, WBGene00013721, WBGene00077539, WBGene00219491	F22G12.3, F37D6.4, F46E10.3, T05D4.2, Y106G6H.9, Y52B11A.12, Y53F4B.62	F22G12.3, F37D6.4, F46E10.3, T05D4.2, Y106G6H.9, Y52B11A.12, Y53F4B.62	F22G12.3.1, F37D6.4.1, F46E10.3.1, T05D4.2.1, Y106G6H.9.1, Y52B11A.12.1, Y53F4B.62a.1	QX1410.7914	NIC58.10030, NIC58.10031, NIC58.10034, NIC58.10035, NIC58.10036, NIC58.10037, NIC58.10098, NIC58.10099, NIC58.10100, NIC58.10101, NIC58.10103, NIC58.10104, NIC58.10105, NIC58.10221, NIC58.10222, NIC58.10223, NIC58.10426, NIC58.10427, NIC58.10428, NIC58.10429, NIC58.10430, NIC58.10431, NIC58.15496, NIC58.15497, NIC58.18369, NIC58.3627, NIC58.9292
OG0000022	NA	NA	NA	NA	NA	NIC58.10004, NIC58.10005, NIC58.10007, NIC58.10020, NIC58.10026, NIC58.11372, NIC58.16519, NIC58.17349, NIC58.19831, NIC58.20059, NIC58.3095, NIC58.9343, NIC58.9408, NIC58.9677, NIC58.9944, NIC58.9945, NIC58.9946, NIC58.9947, NIC58.9948, NIC58.9950, NIC58.9951, NIC58.9952, NIC58.9953, NIC58.9954, NIC58.9955, NIC58.9956, NIC58.9958, NIC58.9959, NIC58.9960, NIC58.9961, NIC58.9962, NIC58.9963, NIC58.9964, NIC58.9967, NIC58.9980
OG0000023	WBGene00016303, WBGene00016307, WBGene00016309, WBGene00044419, WBGene00235351, WBGene00016297, WBGene00016298, WBGene00016302, WBGene00016646, WBGene00045301, WBGene00016647, WBGene00016648, WBGene00016649, WBGene00045298, WBGene00045299, WBGene00045300, WBGene00018352, WBGene00018455, WBGene00019041, WBGene00019042, WBGene00019043, WBGene00019072, WBGene00019073, WBGene00019591, WBGene00019926, WBGene00019927, WBGene00045302, WBGene00019918, WBGene00019921, WBGene00019922, WBGene00019923, WBGene00019924, WBGene00019925, WBGene00020361, WBGene00021297	fbxc-32, fbxc-18, sdz-4, fbxc-17, C32B5.18, fbxc-15, fbxc-14, fbxc-7, fbxc-5, fbxc-9, fbxc-4, fbxc-2, fbxc-1, fbxc-12, fbxc-11, fbxc-10, fbxc-20, fbxc-42, fbxc-22, fbxc-21, fbxc-26, fbxc-8, fbxc-3, fbxc-25, fbxc-27, fbxc-24, fbxc-30, fbxc-36, fbxc-34, fbxc-28, fbxc-29, fbxc-33, fbxc-31, fbxc-19, fbxc-55	C32B5.10, C32B5.14, C32B5.16, C32B5.17, C32B5.18, C32B5.4, C32B5.5, C32B5.9, C44C8.1, C44C8.10, C44C8.2, C44C8.3, C44C8.4, C44C8.7, C44C8.8, C44C8.9, F42G2.3, F45D11.9, F58E1.10, F58E1.11, F58E1.12, F58H7.7, F58H7.8, K09F6.8, R07C3.10, R07C3.11, R07C3.15, R07C3.2, R07C3.5, R07C3.6, R07C3.7, R07C3.8, R07C3.9, T08E11.5, Y27F2A.5	C32B5.10.1, C32B5.14a.1, C32B5.16.1, C32B5.17b.1, C32B5.18.1, C32B5.4.1, C32B5.5a.1, C32B5.9.1, C44C8.1.1, C44C8.10.1, C44C8.2.1, C44C8.3.1, C44C8.4.1, C44C8.7.1, C44C8.8.1, C44C8.9.1, F42G2.3.1, F45D11.9.1, F58E1.10.1, F58E1.11.1, F58E1.12.1, F58H7.7.1, F58H7.8.1, K09F6.8.1, R07C3.10.1, R07C3.11a.1, R07C3.15.1, R07C3.2a.1, R07C3.5.1, R07C3.6.1, R07C3.7.1, R07C3.8.1, R07C3.9.1, T08E11.5.1, Y27F2A.5.1	NA	NA
OG0000024	WBGene00015608, WBGene00015609, WBGene00015834, WBGene00015835, WBGene00015836, WBGene00015837, WBGene00015838, WBGene00015839, WBGene00015827, WBGene00015828, WBGene00015829, WBGene00015832, WBGene00016544, WBGene00016554, WBGene00016555, WBGene00016556, WBGene00016717, WBGene00016718, WBGene00016719, WBGene00016720, WBGene00305104, WBGene00018100, WBGene00219271, WBGene00018102, WBGene00020080, WBGene00020358, WBGene00020359, WBGene00020360, WBGene00020532, WBGene00021193, WBGene00305158, WBGene00021772, WBGene00235354, WBGene00022689, WBGene00022690	math-3, math-4, math-5, math-6, math-7, math-8, math-9, math-10, math-13, math-14, math-15, math-16, math-18, math-19, math-20, math-21, math-22, math-23, math-24, math-25, C46F9.6, math-26, F36H5.14, math-28, math-37, math-39, math-40, math-41, math-42, math-44, Y16E11A.4, math-45, ZK250.14, math-48, math-49	C08F1.4, C08F1.5, C16C4.10, C16C4.11, C16C4.12, C16C4.13, C16C4.14, C16C4.15, C16C4.3, C16C4.4, C16C4.5, C16C4.8, C40A11.1, C40D2.1, C40D2.2, C40D2.3, C46F9.1, C46F9.2, C46F9.3, C46F9.4, C46F9.6, F36H5.1, F36H5.14, F36H5.3, R52.9, T08E11.2, T08E11.3, T08E11.4, T16A1.1, Y16E11A.1, Y16E11A.4, Y51H7BM.1, ZK250.14, ZK250.6, ZK250.7	C08F1.4a.1, C08F1.5.1, C16C4.10.1, C16C4.11.1, C16C4.12.1, C16C4.13.1, C16C4.14.1, C16C4.15.1, C16C4.3.1, C16C4.4b.1, C16C4.5.1, C16C4.8.1, C40A11.1.1, C40D2.1.1, C40D2.2.1, C40D2.3.1, C46F9.1a.1, C46F9.2.1, C46F9.3.1, C46F9.4.1, C46F9.6.2, F36H5.1.1, F36H5.14.2, F36H5.3b.1, R52.9.1, T08E11.2.1, T08E11.3.1, T08E11.4.1, T16A1.1.1, Y16E11A.1.1, Y16E11A.4.1, Y51H7BM.1.1, ZK250.14.1, ZK250.6.1, ZK250.7.1	NA	NA
OG0000025	NA	NA	NA	NA	QX1410.12955, QX1410.12956, QX1410.1331, QX1410.1371, QX1410.1372, QX1410.14295, QX1410.14296, QX1410.14297, QX1410.14298, QX1410.14299, QX1410.1568, QX1410.1569, QX1410.1570, QX1410.1571, QX1410.1572, QX1410.1573, QX1410.1574, QX1410.15888, QX1410.15889, QX1410.15890, QX1410.15891, QX1410.16463, QX1410.17499, QX1410.17835, QX1410.18249, QX1410.18340, QX1410.18341, QX1410.19250, QX1410.19251, QX1410.19252, QX1410.19707, QX1410.7571, QX1410.7572, QX1410.8304	NA
OG0000026	WBGene00015111, WBGene00015112, WBGene00015113, WBGene00044373, WBGene00015914, WBGene00016545, WBGene00016546, WBGene00016547, WBGene00016549, WBGene00016550, WBGene00017709, WBGene00017710, WBGene00017711, WBGene00305112, WBGene00017705, WBGene00017707, WBGene00019044, WBGene00019309, WBGene00019339, WBGene00019340, WBGene00019342, WBGene00011486, WBGene00011621, WBGene00022570, WBGene00022571, WBGene00022572, WBGene00022573, WBGene00022574, WBGene00022575, WBGene00022566, WBGene00022567, WBGene00022568, WBGene00022569	B0281.4, B0281.5, B0281.6, C17F4.11, C17F4.8, C40A11.2, C40A11.3, C40A11.4, C40A11.6, C40A11.7, F22E5.11, F22E5.12, F22E5.13, F22E5.23, F22E5.6, F22E5.8, F58E1.13, K02E7.4, K02F6.5, K02F6.6, K02F6.8, T05E12.3, T08G3.13, sdz-35, ZC239.13, ZC239.14, ZC239.15, ZC239.16, ZC239.17, ZC239.3, ZC239.4, ZC239.5, ZC239.6	B0281.4, B0281.5, B0281.6, C17F4.11, C17F4.8, C40A11.2, C40A11.3, C40A11.4, C40A11.6, C40A11.7, F22E5.11, F22E5.12, F22E5.13, F22E5.23, F22E5.6, F22E5.8, F58E1.13, K02E7.4, K02F6.5, K02F6.6, K02F6.8, T05E12.3, T08G3.13, ZC239.12, ZC239.13, ZC239.14, ZC239.15, ZC239.16, ZC239.17, ZC239.3, ZC239.4, ZC239.5, ZC239.6	B0281.4.1, B0281.5a.1, B0281.6.1, C17F4.11.1, C17F4.8.1, C40A11.2.1, C40A11.3.1, C40A11.4.1, C40A11.6.1, C40A11.7.1, F22E5.11.1, F22E5.12.1, F22E5.13.2, F22E5.23.1, F22E5.6.1, F22E5.8.1, F58E1.13.1, K02E7.4.1, K02F6.5.1, K02F6.6.1, K02F6.8.2, T05E12.3.1, T08G3.13.1, ZC239.12.1, ZC239.13b.1, ZC239.14.1, ZC239.15.1, ZC239.16.1, ZC239.17.1, ZC239.3.1, ZC239.4.1, ZC239.5.1, ZC239.6.1	QX1410.10666	NA
OG0000027	WBGene00015012, WBGene00015014, WBGene00015015, WBGene00015590, WBGene00015595, WBGene00017405, WBGene00017460, WBGene00017452, WBGene00009247, WBGene00018223, WBGene00018442, WBGene00018667, WBGene00018668, WBGene00018665, WBGene00019132, WBGene00019140, WBGene00019141, WBGene00019138, WBGene00019139, WBGene00019421, WBGene00019699, WBGene00020073, WBGene00006464, WBGene00020325, WBGene00020326, WBGene00020329, WBGene00012195, WBGene00012196, WBGene00021724, WBGene00021725, WBGene00021726, WBGene00021727	bath-20, bath-24, math-1, bath-15, bath-33, bath-31, bath-30, bath-29, bath-45, bath-13, sdz-18, bath-7, bath-2, bath-4, bath-19, bath-3, bath-5, bath-21, bath-1, K05F6.10, math-34, sdz-28, bath-47, bath-46, math-38, bath-26, bath-34, bath-35, Y49F6C.2, bath-9, bath-10, bath-23	B0047.1, B0047.3, B0047.4, C08C3.2, C08E3.3, F12E12.4, F14D2.12, F14D2.4, F29C12.5, F40B1.1, F45C12.11, F52C6.10, F52C6.11, F52C6.8, F59H6.1, F59H6.10, F59H6.11, F59H6.8, F59H6.9, K05F6.10, M01D1.2, R52.1, T07H3.1, T07H3.2, T07H3.3, T07H3.6, W02A11.5, W02A11.8, Y49F6C.2, Y49F6C.3, Y49F6C.4, Y49F6C.5	B0047.1.2, B0047.3.1, B0047.4.1, C08C3.2b.1, C08E3.3.1, F12E12.4.1, F14D2.12.1, F14D2.4a.2, F29C12.5.1, F40B1.1.1, F45C12.11a.1, F52C6.10.1, F52C6.11.1, F52C6.8.1, F59H6.1.1, F59H6.10.1, F59H6.11.1, F59H6.8.1, F59H6.9.1, K05F6.10.1, M01D1.2.1, R52.1.1, T07H3.1.1, T07H3.2.1, T07H3.3.1, T07H3.6.1, W02A11.5.1, W02A11.8.1, Y49F6C.2.1, Y49F6C.3.1, Y49F6C.4.1, Y49F6C.5.1	QX1410.10686, QX1410.11105	NA
OG0000028	WBGene00001921, WBGene00001909, WBGene00001925, WBGene00001927, WBGene00001917, WBGene00001907, WBGene00001904, WBGene00001881, WBGene00001935, WBGene00001939, WBGene00001893, WBGene00001895, WBGene00001877, WBGene00001942, WBGene00001890, WBGene00001886	his-47, his-35, his-51, his-53, his-43, his-33, his-30, his-7, his-61, his-65, his-19, his-21, his-3, his-68, his-16, his-12	B0035.7, C50F4.13, F07B7.10, F07B7.3, F08G2.2, F17E9.13, F35H10.1, F45F2.4, F55G1.10, H02I12.7, K06C4.11, K06C4.3, T10C6.12, T23D8.6, ZK131.10, ZK131.6	B0035.7.1, C50F4.13.1, F07B7.10.1, F07B7.3.1, F08G2.2.1, F17E9.13.1, F35H10.1.1, F45F2.4.1, F55G1.10.1, H02I12.7.1, K06C4.11.1, K06C4.3.1, T10C6.12.1, T23D8.6.1, ZK131.10.1, ZK131.6.1	QX1410.20270, QX1410.20296, QX1410.20462, QX1410.2273, QX1410.2278, QX1410.2282, QX1410.331, QX1410.6179	NIC58.11890, NIC58.11913, NIC58.12613, NIC58.3735, NIC58.7027, NIC58.7033, NIC58.8092, NIC58.8099, NIC58.9032, NIC58.9189
OG0000029	WBGene00015607, WBGene00016254, WBGene00044694, WBGene00017408, WBGene00044692, WBGene00044693, WBGene00235371, WBGene00206519, WBGene00270293, WBGene00018104, WBGene00018106, WBGene00018107, WBGene00018444, WBGene00018436, WBGene00019045, WBGene00019412, WBGene00045486, WBGene00219239, WBGene00019413, WBGene00019414, WBGene00019415, WBGene00019416, WBGene00019417, WBGene00019418, WBGene00019419, WBGene00019420, WBGene00019705, WBGene00019702, WBGene00019703, WBGene00019704, WBGene00020362, WBGene00021773, WBGene00021774, WBGene00013409	fbxb-13, fbxb-114, fbxb-90, sdz-11, fbxb-91, fbxb-92, F30B5.11, F36H5.13, F36H5.17, fbxb-53, F36H5.8, F36H5.9, fbxb-48, fbxb-11, fbxb-47, fbxb-49, K05F6.12, K05F6.14, fbxb-50, fbxb-51, K05F6.4, fbxb-44, fbxb-52, fbxb-54, K05F6.8, fbxb-46, fbxb-45, fbxb-39, fbxb-41, fbxb-40, fbxb-10, fbxb-42, fbxb-43, fbxb-56	C08F1.3, C30E1.5, F12E12.10, F12E12.7, F12E12.8, F12E12.9, F30B5.11, F36H5.13, F36H5.17, F36H5.5, F36H5.8, F36H5.9, F45C12.13, F45C12.5, F58E1.14, K05F6.1, K05F6.12, K05F6.14, K05F6.2, K05F6.3, K05F6.4, K05F6.5, K05F6.6, K05F6.7, K05F6.8, K05F6.9, M01D1.10, M01D1.7, M01D1.8, M01D1.9, T08E11.6, Y51H7BR.1, Y51H7BR.2, Y63D3A.10	C08F1.3.1, C30E1.5.1, F12E12.10.1, F12E12.7.1, F12E12.8.1, F12E12.9.1, F30B5.11.1, F36H5.13.1, F36H5.17.1, F36H5.5.1, F36H5.8.1, F36H5.9.1, F45C12.13.1, F45C12.5.1, F58E1.14.1, K05F6.1.1, K05F6.12.1, K05F6.14.1, K05F6.2.1, K05F6.3.1, K05F6.4.1, K05F6.5.1, K05F6.6.1, K05F6.7.1, K05F6.8.1, K05F6.9.1, M01D1.10.1, M01D1.7.1, M01D1.8.1, M01D1.9.1, T08E11.6.1, Y51H7BR.1.1, Y51H7BR.2.1, Y63D3A.10.1	NA	NA
